City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Wagar,SD,2022-07-28 03:15:36,broken clouds,16.1525,36.2032,77.23,75,78,14.05
261,Yulara,AU,2022-07-28 03:15:36,clear sky,-25.2406,130.9889,61.29,19,10,14.32
262,Durant,US,2022-07-28 03:14:05,clear sky,33.994,-96.3708,92.52,42,0,3.44
263,Lazaro Cardenas,MX,2022-07-28 03:11:01,overcast clouds,17.9583,-102.2,80.42,78,100,3.06
264,Verkhnetulomskiy,RU,2022-07-28 03:15:37,overcast clouds,68.6073,31.7962,60.93,93,92,5.14
265,Agua Dulce,MX,2022-07-28 03:15:37,overcast clouds,18.1333,-94.1333,78.37,86,100,12.53
266,Ghazipur,IN,2022-07-28 03:15:38,overcast clouds,25.5833,83.5667,89.78,55,100,5.73
267,Chateaurenard,FR,2022-07-28 03:15:38,clear sky,43.8817,4.8549,71.42,59,0,2.3
268,Bandarbeyla,SO,2022-07-28 03:15:38,overcast clouds,9.4942,50.8122,77.09,67,100,25.08
269,Kavaratti,IN,2022-07-28 03:15:39,heavy intensity rain,10.5669,72.642,78.17,89,100,16.75
270,Danilovka,RU,2022-07-28 03:15:39,few clouds,50.3557,44.1168,70.93,68,14,4.81
271,Roald,NO,2022-07-28 03:16:39,overcast clouds,62.5833,6.1333,48.76,100,94,4.61
272,Auki,SB,2022-07-28 03:16:40,few clouds,-8.7676,160.7034,86.54,62,16,3.4
273,Trairi,BR,2022-07-28 03:11:53,overcast clouds,-3.2778,-39.2689,78.33,81,96,12.19
274,Amasya,TR,2022-07-28 03:16:40,clear sky,40.6667,35.8333,53.28,65,0,2.37
275,San Angelo,US,2022-07-28 03:15:24,clear sky,31.4638,-100.437,93.42,32,0,11.5
276,Ballina,AU,2022-07-28 03:16:41,clear sky,-28.8667,153.5667,67.01,54,0,5.17
277,Feodosiya,UA,2022-07-28 03:16:41,clear sky,45.0333,35.3833,72.14,60,0,8.46
278,Tuim,RU,2022-07-28 03:16:42,scattered clouds,54.3417,89.9261,67.15,51,35,5.77
279,Te Anau,NZ,2022-07-28 03:16:42,overcast clouds,-45.4167,167.7167,41.85,98,100,1.5
280,Yoichi,JP,2022-07-28 03:16:42,overcast clouds,43.2039,140.7703,75.4,79,90,8.01
281,Vanderhoof,CA,2022-07-28 03:16:01,clear sky,54.0166,-124.0198,82.67,45,1,3.0
282,Namibe,AO,2022-07-28 03:16:43,broken clouds,-15.1961,12.1522,61.59,79,79,6.98
283,Bull Savanna,JM,2022-07-28 03:16:43,broken clouds,17.8868,-77.5902,76.35,85,57,5.46
284,Souillac,MU,2022-07-28 03:16:30,light rain,-20.5167,57.5167,68.38,88,40,6.91
285,Roblin,CA,2022-07-28 03:16:44,scattered clouds,51.23,-101.3565,51.85,89,31,6.78
286,Meulaboh,ID,2022-07-28 03:16:44,overcast clouds,4.1363,96.1285,81.95,72,93,1.63
287,Dongying,CN,2022-07-28 03:16:44,overcast clouds,37.4564,118.4856,77.72,84,100,8.03
288,Bilibino,RU,2022-07-28 03:16:45,overcast clouds,68.0546,166.4372,53.47,45,100,2.98
289,Lagoa,PT,2022-07-28 03:16:45,clear sky,39.05,-27.9833,71.1,81,0,7.07
290,Muzhi,RU,2022-07-28 03:16:45,scattered clouds,65.3667,64.6667,67.68,51,26,9.48
291,Port Blair,IN,2022-07-28 03:16:46,broken clouds,11.6667,92.75,84.24,79,75,8.05
292,Clyde River,CA,2022-07-28 03:13:06,light rain,70.4692,-68.5914,37.63,100,100,6.91
293,Codrington,AU,2022-07-28 03:12:58,overcast clouds,-38.2667,141.9667,50.43,84,100,10.47
294,Vestmannaeyjar,IS,2022-07-28 03:16:46,overcast clouds,63.4427,-20.2734,51.87,74,95,17.25
295,Riyadh,SA,2022-07-28 03:12:23,light rain,24.6877,46.7219,93.34,14,100,9.82
296,Tolmin,SI,2022-07-28 03:16:47,clear sky,46.183,13.7332,74.79,74,1,5.01
297,Mbini,GQ,2022-07-28 03:16:47,broken clouds,1.574,9.6134,74.3,88,59,6.71
298,Lokoja,NG,2022-07-28 03:16:48,overcast clouds,7.8024,6.743,73.02,96,100,4.03
299,Hoi An,VN,2022-07-28 03:15:05,few clouds,15.8794,108.335,93.16,59,11,4.92
300,Strezhevoy,RU,2022-07-28 03:16:48,scattered clouds,60.7333,77.5889,64.56,61,43,9.42
301,Arlit,NE,2022-07-28 03:16:48,overcast clouds,18.7369,7.3853,85.6,49,97,21.72
302,Daru,PG,2022-07-28 03:16:49,scattered clouds,-9.0763,143.2092,78.15,88,45,19.35
303,Galesong,ID,2022-07-28 03:16:49,broken clouds,-5.3166,119.3661,87.82,63,60,2.84
304,Estelle,US,2022-07-28 03:16:50,scattered clouds,29.8458,-90.1067,84.2,76,40,8.05
305,Misratah,LY,2022-07-28 03:16:50,clear sky,32.3754,15.0925,80.53,58,0,3.24
306,Gouyave,GD,2022-07-28 03:16:50,scattered clouds,12.1646,-61.7296,79.57,83,40,17.27
307,Houma,US,2022-07-28 03:16:51,clear sky,29.5958,-90.7195,79.0,89,0,0.0
308,Ulladulla,AU,2022-07-28 03:16:51,few clouds,-35.35,150.4667,61.97,50,17,5.84
309,Balabac,PH,2022-07-28 03:16:51,overcast clouds,7.9868,117.0645,85.66,69,100,8.43
310,Carutapera,BR,2022-07-28 03:16:52,overcast clouds,-1.195,-46.02,75.04,89,99,4.76
311,Channel-Port Aux Basques,CA,2022-07-28 03:16:52,clear sky,47.5702,-59.1367,60.17,93,2,8.79
312,Vanimo,PG,2022-07-28 03:14:27,broken clouds,-2.6741,141.3028,84.85,71,59,9.22
313,Weihe,CN,2022-07-28 03:16:53,clear sky,32.9952,105.3247,82.27,46,0,3.96
314,Krasnyy Yar,RU,2022-07-28 03:16:53,light rain,46.5331,48.3456,69.73,83,100,6.02
315,Rocha,UY,2022-07-28 03:14:22,overcast clouds,-34.4833,-54.3333,64.53,95,100,9.4
316,Talakan,RU,2022-07-28 03:16:53,overcast clouds,50.3167,130.3667,87.39,49,89,5.88
317,Chicama,PE,2022-07-28 03:16:54,scattered clouds,-7.8447,-79.1469,57.74,85,41,7.18
318,Port-Gentil,GA,2022-07-28 03:16:54,overcast clouds,-0.7193,8.7815,74.84,80,99,13.98
319,Kyshtovka,RU,2022-07-28 03:17:54,broken clouds,56.555,76.6271,66.9,88,61,9.19
320,Kovur,IN,2022-07-28 03:17:55,scattered clouds,14.4833,79.9833,85.84,67,47,5.73
321,Kahului,US,2022-07-28 03:17:55,few clouds,20.8947,-156.47,84.22,64,20,23.02
322,Colares,PT,2022-07-28 03:17:56,clear sky,38.7992,-9.4469,67.75,75,0,35.01
323,Mackenzie,CA,2022-07-28 03:15:57,clear sky,55.2999,-123.1698,86.22,32,0,9.22
324,Bam,IR,2022-07-28 03:17:56,overcast clouds,29.106,58.357,85.15,52,99,2.28
325,Shiraz,IR,2022-07-28 03:13:32,overcast clouds,29.6036,52.5388,72.84,78,100,6.91
326,Mwinilunga,ZM,2022-07-28 03:17:57,overcast clouds,-11.7358,24.4293,52.21,59,100,4.29
327,Kentau,KZ,2022-07-28 03:17:57,scattered clouds,43.5206,68.5094,85.53,24,45,9.17
328,Tiksi,RU,2022-07-28 03:17:07,overcast clouds,71.6872,128.8694,68.29,60,89,6.26
329,Umm Lajj,SA,2022-07-28 03:17:57,scattered clouds,25.0213,37.2685,84.51,63,42,7.18
330,Syracuse,IT,2022-07-28 03:17:53,clear sky,37.0881,15.2792,74.79,68,0,1.92
331,Mangrol,IN,2022-07-28 03:17:58,overcast clouds,21.1167,70.1167,81.86,77,100,6.78
332,Novo Aripuana,BR,2022-07-28 03:17:58,clear sky,-5.1206,-60.3797,75.69,50,7,1.07
333,Tabory,RU,2022-07-28 03:17:59,overcast clouds,58.5198,64.5495,60.85,66,100,7.92
334,Santiago De Cao,PE,2022-07-28 03:17:59,fog,-7.9589,-79.2392,59.13,94,100,12.66
335,Salalah,OM,2022-07-28 03:13:12,haze,17.0151,54.0924,77.09,94,100,6.91
336,Galbshtadt,RU,2022-07-28 03:18:00,overcast clouds,53.2264,78.9845,74.95,51,92,14.67
337,Paraiso,CR,2022-07-28 03:18:00,broken clouds,9.8383,-83.8656,63.46,98,82,2.15
338,Acajutla,SV,2022-07-28 03:18:01,broken clouds,13.5928,-89.8275,79.02,84,78,1.79
339,Vondrozo,MG,2022-07-28 03:18:01,broken clouds,-22.8167,47.2833,58.91,90,77,2.33
340,Sangar,RU,2022-07-28 03:18:01,clear sky,63.9242,127.4739,81.03,49,4,2.26
341,Acarau,BR,2022-07-28 03:18:02,overcast clouds,-2.8856,-40.12,78.58,79,92,14.94
342,Karaton,ID,2022-07-28 03:18:02,overcast clouds,-6.3424,106.1045,80.29,68,95,5.88
343,Biak,ID,2022-07-28 03:18:03,overcast clouds,-0.9131,122.8766,80.22,77,93,8.84
344,Peterhead,GB,2022-07-28 03:18:03,broken clouds,57.5058,-1.7981,50.5,85,60,8.19
345,Airai,TL,2022-07-28 03:18:03,few clouds,-8.9266,125.4092,69.93,47,12,5.39
346,Naryan-Mar,RU,2022-07-28 03:18:04,overcast clouds,67.6713,53.087,66.02,65,100,12.59
347,Dunedin,NZ,2022-07-28 03:18:04,light rain,-45.8742,170.5036,45.81,91,100,11.99
348,Naberera,TZ,2022-07-28 03:18:04,overcast clouds,-4.2,36.9333,56.93,83,96,9.98
349,Katherine,AU,2022-07-28 03:18:05,few clouds,-14.4667,132.2667,80.92,34,24,13.8
350,Srednekolymsk,RU,2022-07-28 03:18:05,overcast clouds,67.45,153.6833,57.13,42,99,10.45
351,Hatsukaichi,JP,2022-07-28 03:18:05,scattered clouds,34.35,132.3333,87.75,67,25,4.79
352,Komsomolskiy,UZ,2022-07-28 03:14:33,clear sky,40.4272,71.7189,86.72,32,4,4.61
353,Borogontsy,RU,2022-07-28 03:18:06,few clouds,62.6683,131.1683,87.57,36,22,3.69
354,San Quintin,MX,2022-07-28 03:14:48,clear sky,30.4833,-115.95,67.5,85,8,11.54
355,Itoman,JP,2022-07-28 03:18:06,scattered clouds,26.1247,127.6694,88.18,81,40,6.91
356,Birin,NP,2022-07-28 03:18:07,overcast clouds,26.8865,88.0718,68.83,87,95,2.26
357,Balkhash,KZ,2022-07-28 03:18:07,clear sky,46.844,74.9804,86.61,23,0,8.95
358,Shemursha,RU,2022-07-28 03:18:07,clear sky,54.8866,47.5189,64.74,82,8,3.15
359,Leh,IN,2022-07-28 03:18:08,overcast clouds,34.1667,77.5833,57.31,74,100,4.9
360,Hudson Bay,CA,2022-07-28 03:18:08,broken clouds,52.85,-102.3842,58.55,69,62,4.52
361,Waipawa,NZ,2022-07-28 03:18:09,overcast clouds,-41.4122,175.5153,52.14,81,100,15.57
362,Quilpue,CL,2022-07-28 03:18:09,scattered clouds,-33.045,-71.4494,52.12,71,40,5.75
363,Klaksvik,FO,2022-07-28 03:15:46,overcast clouds,62.2266,-6.589,52.72,91,87,14.56
364,Nuuk,GL,2022-07-28 03:19:09,overcast clouds,64.1835,-51.7216,38.01,100,100,13.8
365,Peniche,PT,2022-07-28 03:19:10,clear sky,39.3558,-9.3811,65.28,91,0,11.68
366,Barguzin,RU,2022-07-28 03:19:10,light rain,53.6167,109.6167,54.52,98,100,4.36
367,Xingyi,CN,2022-07-28 03:19:10,broken clouds,24.1877,102.817,72.66,71,83,3.76
368,Cananea,MX,2022-07-28 03:19:11,overcast clouds,30.95,-110.3,67.3,80,93,4.59
369,Yarada,IN,2022-07-28 03:19:11,mist,17.65,83.2667,86.32,79,20,4.61
370,Zhezkazgan,KZ,2022-07-28 03:19:12,clear sky,47.8043,67.7144,75.18,50,0,11.18
371,Lavrentiya,RU,2022-07-28 03:19:12,overcast clouds,65.5833,-171.0,41.95,83,100,7.25
372,Quesnel,CA,2022-07-28 03:15:58,clear sky,52.9999,-122.5029,90.1,40,0,4.61
373,Villazon,BO,2022-07-28 03:19:12,broken clouds,-22.0866,-65.5942,46.51,59,60,2.37
374,Geraldton,AU,2022-07-28 03:19:13,broken clouds,-28.7667,114.6,68.41,73,75,5.75
375,Palmerston,AU,2022-07-28 03:19:13,clear sky,-12.486,130.9833,86.9,32,0,16.11
376,Praia,CV,2022-07-28 03:19:13,few clouds,14.9215,-23.5087,79.34,83,20,1.14
377,Narsaq,GL,2022-07-28 03:19:14,few clouds,60.9167,-46.05,46.62,85,14,2.84
378,Bethel,US,2022-07-28 03:19:14,clear sky,41.3712,-73.414,74.48,80,0,0.0
379,Shaoyang,CN,2022-07-28 03:19:15,overcast clouds,27.2315,111.4525,92.26,50,99,7.05
380,Lahad Datu,MY,2022-07-28 03:19:15,few clouds,5.0268,118.327,86.54,64,13,3.58
381,Asau,RO,2022-07-28 03:15:02,clear sky,46.4333,26.4,61.72,86,10,4.03
382,Ponta Delgada,PT,2022-07-28 03:19:15,light intensity drizzle,37.7333,-25.6667,74.12,88,75,3.44
383,Baniyas,SY,2022-07-28 03:19:16,clear sky,35.1819,35.9487,71.89,53,0,2.55
384,Pangnirtung,CA,2022-07-28 03:19:16,overcast clouds,66.1451,-65.7125,53.87,69,100,1.5
385,Port Hardy,CA,2022-07-28 03:19:10,few clouds,50.6996,-127.4199,69.98,73,20,4.61
386,Rorvik,NO,2022-07-28 03:19:17,overcast clouds,64.8621,11.2373,52.77,79,99,10.85
387,Fare,PF,2022-07-28 03:19:17,light rain,-16.7,-151.0167,78.35,76,10,25.7
388,Moose Factory,CA,2022-07-28 03:19:17,mist,51.2585,-80.6094,64.4,100,100,3.44
389,Lluta,PE,2022-07-28 03:15:02,clear sky,-16.0147,-72.0142,48.63,46,0,1.52
390,Suntar,RU,2022-07-28 03:19:18,clear sky,62.1444,117.6319,88.32,31,1,10.07
391,Russell,US,2022-07-28 03:14:34,clear sky,32.3502,-85.1999,82.0,83,0,3.44
392,Sembe,CG,2022-07-28 03:19:18,overcast clouds,1.6481,14.5806,70.93,89,91,2.57
393,Charters Towers,AU,2022-07-28 03:19:19,clear sky,-20.1,146.2667,69.78,27,0,9.64
394,Mayo,US,2022-07-28 03:19:19,clear sky,38.8876,-76.5119,82.35,87,0,3.44
395,Balaipungut,ID,2022-07-28 03:19:19,broken clouds,1.05,101.2833,84.9,70,58,4.81
396,Cabugao,PH,2022-07-28 03:19:20,overcast clouds,17.7931,120.4578,86.9,66,99,4.16
397,Zemio,CF,2022-07-28 03:19:20,overcast clouds,5.0314,25.1361,68.29,98,100,2.62
398,Zhengjiatun,CN,2022-07-28 03:19:20,light rain,43.5064,123.5064,81.84,67,100,5.95
399,Nakhon Sawan,TH,2022-07-28 03:19:21,scattered clouds,15.7,100.0833,89.02,62,26,5.73
400,Richards Bay,ZA,2022-07-28 03:19:21,overcast clouds,-28.783,32.0377,63.43,89,88,5.66
401,Gusev,RU,2022-07-28 03:19:22,few clouds,54.5922,22.1997,49.55,92,14,8.75
402,Hvide Sande,DK,2022-07-28 03:19:22,broken clouds,56.0045,8.1294,54.09,71,56,18.03
403,North Bend,US,2022-07-28 03:19:22,mist,43.4065,-124.2243,64.92,94,100,4.61
404,Sayyan,YE,2022-07-28 03:19:23,overcast clouds,15.1718,44.3244,58.98,70,86,11.12
405,Kloulklubed,PW,2022-07-28 03:14:36,overcast clouds,7.0419,134.2556,84.7,71,100,7.45
406,Touros,BR,2022-07-28 03:19:23,few clouds,-5.1989,-35.4608,73.0,86,17,11.52
407,Qasigiannguit,GL,2022-07-28 03:19:24,overcast clouds,68.8193,-51.1922,44.85,94,100,0.87
408,Tokur,RU,2022-07-28 03:19:24,moderate rain,53.1333,132.9,72.55,76,100,4.54
409,Domoni,KM,2022-07-28 03:20:24,clear sky,-12.2569,44.5319,73.31,72,3,9.73
410,Inuvik,CA,2022-07-28 03:20:12,broken clouds,68.3499,-133.7218,58.06,51,75,3.44
411,Marystown,CA,2022-07-28 03:20:25,clear sky,47.1666,-55.1483,59.86,100,9,1.01
412,Latung,PH,2022-07-28 03:20:25,broken clouds,5.5,120.8833,83.19,68,55,1.83
413,Bolshaya Dzhalga,RU,2022-07-28 03:20:25,clear sky,45.9695,42.6966,68.5,60,2,6.55
414,Kabwe,ZM,2022-07-28 03:20:26,broken clouds,-14.4469,28.4464,52.29,78,64,5.17
415,Rio Cuarto,AR,2022-07-28 03:19:30,overcast clouds,-33.1307,-64.3499,47.68,82,99,15.57
416,Namatanai,PG,2022-07-28 03:20:26,broken clouds,-3.6667,152.4333,85.1,67,74,12.68
417,Beitbridge,ZW,2022-07-28 03:20:27,clear sky,-22.2167,30.0,60.12,51,0,5.75
418,Constantine,DZ,2022-07-28 03:20:27,clear sky,36.365,6.6147,71.01,64,0,5.75
419,Varena,LT,2022-07-28 03:20:27,clear sky,54.2167,24.5667,50.43,92,4,3.24
420,Hami,CN,2022-07-28 03:20:28,clear sky,42.8,93.45,91.87,10,0,9.78
421,Hay River,CA,2022-07-28 03:20:28,smoke,60.8156,-115.7999,64.38,82,40,5.75
422,Mbaiki,CF,2022-07-28 03:20:28,overcast clouds,3.8678,17.9892,69.6,96,100,1.81
423,Yerofey Pavlovich,RU,2022-07-28 03:20:29,overcast clouds,53.9667,121.9667,75.52,69,100,6.98
424,Waingapu,ID,2022-07-28 03:20:29,scattered clouds,-9.6567,120.2641,83.52,57,48,19.3
425,Todos Santos,MX,2022-07-28 03:20:29,scattered clouds,23.45,-110.2167,81.05,82,37,5.48
426,Wattegama,LK,2022-07-28 03:20:18,heavy intensity rain,6.7989,81.4808,81.18,71,82,0.56
427,Murray Bridge,AU,2022-07-28 03:19:07,overcast clouds,-35.1167,139.2667,61.12,61,87,8.81
428,Cam Ranh,VN,2022-07-28 03:20:30,few clouds,11.9214,109.1591,89.56,62,20,5.75
429,Zhangjiakou,CN,2022-07-28 03:20:30,few clouds,40.81,114.8794,76.66,54,13,2.71
430,Bulgan,MN,2022-07-28 03:20:31,overcast clouds,48.8125,103.5347,55.54,81,90,2.66
431,Dyatkovo,RU,2022-07-28 03:20:31,broken clouds,53.5978,34.3382,62.46,98,69,3.85
432,Key West,US,2022-07-28 03:18:22,clear sky,24.5557,-81.7826,87.8,66,0,12.66
433,Askiz,RU,2022-07-28 03:20:32,broken clouds,53.1319,90.5264,67.64,49,83,5.84
434,Wana,PK,2022-07-28 03:20:32,overcast clouds,32.2989,69.5725,76.48,76,97,2.84
435,Nome,US,2022-07-28 03:20:32,broken clouds,64.5011,-165.4064,56.16,82,75,12.66
436,Svobodnyy,RU,2022-07-28 03:20:33,broken clouds,51.4,128.1333,87.17,48,84,12.64
437,Thunder Bay,CA,2022-07-28 03:16:01,broken clouds,48.4001,-89.3168,58.98,100,75,4.61
438,Belyy Yar,RU,2022-07-28 03:20:33,clear sky,53.6039,91.3903,69.85,64,0,2.24
439,Ray,IN,2022-07-28 03:20:33,overcast clouds,23.6833,85.05,83.17,65,100,3.22
440,Vila Velha,BR,2022-07-28 03:20:34,few clouds,-20.3297,-40.2925,65.95,90,20,1.14
441,Palmer,US,2022-07-28 03:20:34,scattered clouds,42.1584,-72.3287,72.25,75,40,0.0
442,Borovskoy,KZ,2022-07-28 03:20:35,light rain,53.8,64.15,59.29,82,100,14.14
443,Lorengau,PG,2022-07-28 03:20:35,scattered clouds,-2.0226,147.2712,83.88,75,46,13.13
444,Mtimbira,TZ,2022-07-28 03:20:35,scattered clouds,-8.7833,36.35,64.35,71,38,1.81
445,Bireun,ID,2022-07-28 03:20:36,overcast clouds,5.203,96.7009,82.2,72,100,0.83
446,Laguna,US,2022-07-28 03:20:36,haze,38.421,-121.4238,91.45,43,0,8.05
447,Viedma,AR,2022-07-28 03:20:25,broken clouds,-40.8135,-62.9967,44.53,86,65,8.46
448,Yatou,CN,2022-07-28 03:20:37,overcast clouds,37.15,122.3833,80.26,83,97,11.81
449,Cartagena,CO,2022-07-28 03:17:55,broken clouds,10.3997,-75.5144,80.22,89,75,8.05
450,Solnechnyy,RU,2022-07-28 03:20:37,overcast clouds,50.7214,136.6319,80.46,57,100,5.48
451,Hokitika,NZ,2022-07-28 03:15:45,overcast clouds,-42.7167,170.9667,50.04,87,100,5.79
452,Simpang,ID,2022-07-28 03:20:38,broken clouds,-1.2667,104.0833,85.33,62,84,6.69
453,Khromtau,KZ,2022-07-28 03:20:38,scattered clouds,50.2503,58.4347,62.91,76,25,12.28
454,Kabompo,ZM,2022-07-28 03:20:38,broken clouds,-13.5927,24.2008,49.73,68,59,5.91
455,Saint-Leu,RE,2022-07-28 03:20:39,few clouds,-21.15,55.2833,68.83,74,12,4.41
456,Omsukchan,RU,2022-07-28 03:20:39,broken clouds,62.5333,155.8,60.96,34,64,7.52
457,Muli,MV,2022-07-28 03:21:39,overcast clouds,2.9167,73.5667,82.53,74,100,15.17
458,Petropavlovsk-Kamchatskiy,RU,2022-07-28 03:21:40,light rain,53.0452,158.6483,73.99,50,75,8.95
459,Hauterive,FR,2022-07-28 03:21:40,clear sky,46.0901,3.4459,56.16,77,1,3.0
460,Tandil,AR,2022-07-28 03:18:26,overcast clouds,-37.3217,-59.1332,46.69,93,100,14.81
461,Jinchang,CN,2022-07-28 03:21:41,scattered clouds,38.4953,102.1739,85.8,16,25,4.12
462,Wanning,CN,2022-07-28 03:21:41,scattered clouds,18.8003,110.3967,88.99,60,49,3.2
463,Vaitape,PF,2022-07-28 03:21:41,light rain,-16.5167,-151.75,78.73,76,12,25.88
464,Tuatapere,NZ,2022-07-28 03:16:52,light rain,-46.1333,167.6833,44.71,94,100,2.73
465,Gamba,GA,2022-07-28 03:21:42,scattered clouds,-2.65,10.0,68.59,92,25,3.2
466,Emerald,AU,2022-07-28 03:21:26,clear sky,-23.5333,148.1667,65.34,44,0,13.94
467,Saskylakh,RU,2022-07-28 03:21:42,broken clouds,71.9167,114.0833,72.77,55,78,9.71
468,Pontes E Lacerda,BR,2022-07-28 03:21:43,clear sky,-15.2261,-59.3353,71.64,44,2,2.86
469,Gravdal,NO,2022-07-28 03:21:43,broken clouds,68.1214,13.5031,51.28,79,67,8.14
470,Lumeje,AO,2022-07-28 03:21:43,overcast clouds,-11.55,20.7833,54.1,39,99,5.61
471,Baykit,RU,2022-07-28 03:21:44,overcast clouds,61.67,96.37,67.96,83,100,3.29
472,Mackay,AU,2022-07-28 03:21:44,clear sky,-21.15,149.2,73.69,53,0,15.61
473,Mandiana,GN,2022-07-28 03:21:45,scattered clouds,10.6333,-8.6833,70.09,94,47,8.03
474,Iztapa,GT,2022-07-28 03:21:45,overcast clouds,13.9333,-90.7075,77.81,85,99,3.11
475,Nayoro,JP,2022-07-28 03:21:45,overcast clouds,44.3506,142.4578,75.49,75,95,3.22
476,Muroto,JP,2022-07-28 03:21:46,broken clouds,33.2833,134.15,82.76,81,56,11.9
477,Hobyo,SO,2022-07-28 03:21:46,overcast clouds,5.3505,48.5268,74.5,81,100,21.74
478,Tual,ID,2022-07-28 03:21:46,scattered clouds,-5.6667,132.75,79.14,83,46,21.41
479,Camocim,BR,2022-07-28 03:21:47,broken clouds,-2.9022,-40.8411,77.07,78,66,9.4
480,Ilebo,CD,2022-07-28 03:21:47,overcast clouds,-4.3167,20.5833,69.42,77,93,0.29
481,Nador,MA,2022-07-28 03:17:17,clear sky,35.174,-2.9287,75.45,43,0,2.3
482,Bargi,IN,2022-07-28 03:21:47,overcast clouds,22.9833,79.8667,81.37,85,100,3.22
483,Tutoia,BR,2022-07-28 03:21:48,few clouds,-2.7619,-42.2744,76.05,90,17,8.03
484,Sioux Lookout,CA,2022-07-28 03:21:48,overcast clouds,50.1001,-91.917,54.18,96,100,8.23
485,Darnah,LY,2022-07-28 03:21:48,clear sky,32.767,22.6367,77.92,77,0,12.82
486,Koulikoro,ML,2022-07-28 03:19:48,clear sky,14.0,-7.75,77.94,80,2,13.82
487,Lieksa,FI,2022-07-28 03:21:49,overcast clouds,63.3167,30.0167,57.54,92,91,8.1
488,Bulaevo,KZ,2022-07-28 03:21:49,overcast clouds,54.9056,70.4439,62.91,94,100,14.34
489,Hosakote,IN,2022-07-28 03:21:50,broken clouds,14.2769,77.1699,79.81,64,54,2.57
490,Jasper,US,2022-07-28 03:21:50,overcast clouds,37.2001,-94.3502,79.38,79,87,1.01
491,Truro,GB,2022-07-28 03:21:50,overcast clouds,50.2653,-5.0544,56.48,82,100,5.75
492,Karlstad,SE,2022-07-28 03:21:51,clear sky,59.3793,13.5036,46.96,76,8,8.05
493,Port Macquarie,AU,2022-07-28 03:21:51,clear sky,-31.4333,152.9167,65.89,47,0,6.2
494,Villeneuve-Sur-Lot,FR,2022-07-28 03:21:51,clear sky,44.5,0.6667,60.85,87,3,5.14
495,Stepnogorsk,KZ,2022-07-28 03:21:52,scattered clouds,52.3544,71.8869,71.22,61,40,5.82
496,Prachuap Khiri Khan,TH,2022-07-28 03:21:52,moderate rain,12.2167,99.75,83.59,65,100,2.39
497,Christchurch,NZ,2022-07-28 03:21:52,broken clouds,-43.5333,172.6333,50.92,89,75,8.05
498,Iracoubo,GF,2022-07-28 03:21:53,overcast clouds,5.4802,-53.2011,76.53,88,95,4.56
499,Jumla,NP,2022-07-28 03:21:53,overcast clouds,29.2747,82.1838,65.89,87,100,2.89
500,Kharan,PK,2022-07-28 03:21:54,moderate rain,28.5833,65.4167,84.16,62,100,6.71
501,Gimli,CA,2022-07-28 03:21:54,overcast clouds,50.6336,-96.9907,57.6,86,97,13.31
502,Hualmay,PE,2022-07-28 03:21:54,scattered clouds,-11.0964,-77.6139,61.77,86,39,10.69
503,Odienne,CI,2022-07-28 03:21:55,light rain,9.51,-7.5692,69.19,99,43,4.0
504,Saint-Joseph,RE,2022-07-28 03:21:55,light rain,-21.3667,55.6167,66.58,79,18,6.2
505,Salme,NP,2022-07-28 03:22:55,overcast clouds,28.0369,85.0942,64.69,91,100,0.72
506,Isangel,VU,2022-07-28 03:22:47,heavy intensity rain,-19.55,169.2667,73.51,94,100,2.3
507,Shahrud,IR,2022-07-28 03:22:56,broken clouds,36.4182,54.9763,78.15,48,61,9.06
508,Baracoa,CU,2022-07-28 03:22:56,broken clouds,20.3467,-74.4958,79.07,84,57,12.28
509,Mount Isa,AU,2022-07-28 03:22:57,clear sky,-20.7333,139.5,74.97,23,10,12.66
510,Keizer,US,2022-07-28 03:18:34,clear sky,44.9901,-123.0262,91.62,44,0,11.01
511,Tottori,JP,2022-07-28 03:22:57,scattered clouds,35.5,134.2333,86.07,79,40,10.36
512,Gayny,RU,2022-07-28 03:22:57,few clouds,60.3071,54.3241,61.14,65,14,0.87
513,Kirakira,SB,2022-07-28 03:22:58,overcast clouds,-10.4544,161.9205,83.32,73,100,10.6
514,Cariamanga,EC,2022-07-28 03:22:58,broken clouds,-4.3333,-79.55,49.77,91,79,2.59
515,San Andres,CO,2022-07-28 03:19:19,scattered clouds,12.5847,-81.7006,82.42,100,40,8.05
516,Mogadishu,SO,2022-07-28 03:22:59,broken clouds,2.0371,45.3438,75.56,78,71,14.88
517,Knysna,ZA,2022-07-28 03:22:59,clear sky,-34.0363,23.0471,54.75,75,0,5.41
518,Ust-Kulom,RU,2022-07-28 03:22:59,scattered clouds,61.6864,53.6902,62.15,60,43,3.2
519,Xichang,CN,2022-07-28 03:23:00,scattered clouds,27.8964,102.2634,76.73,66,27,2.89
520,Chilmari,BD,2022-07-28 03:23:00,broken clouds,25.5559,89.6715,86.49,70,61,8.72
521,Almonte,ES,2022-07-28 03:23:00,clear sky,37.2647,-6.5167,71.28,50,0,3.6
522,Paamiut,GL,2022-07-28 03:23:01,broken clouds,61.994,-49.6678,42.3,92,63,14.76
523,Kushmurun,KZ,2022-07-28 03:23:01,broken clouds,52.4503,64.6311,64.33,66,57,19.24
524,Lahaina,US,2022-07-28 03:23:01,clear sky,20.8783,-156.6825,84.2,79,2,7.94
